title,subtitle,authors,link,code_link,date,purpose,principles_tested,functional_props,input_modality,output_modality,input_source,output_source,size,splits,design,judge,protocol,model_access,has_heldout,heldout_details,alignment_validation,is_valid,baseline_models,robustness_measures,known_limitations,benchmarks_list
ObjectNet,"A dataset of 50,000 images designed to test object recognition robustness with novel backgrounds, rotations, and viewpoints not in training sets.","MIT, IBM",https://objectnet.dev/objectnet-a-large-scale-bias-controlled-dataset-for-pushing-the-limits-of-object-recognition-models.pdf,https://objectnet.dev/download.html,2019-12-01,Research; Development,"Robustness, Out-of-distribution generalization, Object recognition, Viewpoint invariance",Robustness,Vision (Image),Structured Data,New dataset (released with eval),Human annotations,Medium (1K - 100K samples),"Test only (50,000 images, 313 object classes)",Fixed data-driven (static test set),Automatic (Reference-based),"Model classifies objects with novel viewpoints and backgrounds, accuracy drop from ImageNet measured",Outputs,False,,"Controlled collection to maximize distribution shift, viewpoint diversity validated",unknown,"ImageNet models see 40-45% accuracy drop, ResNet-50: 25%, EfficientNet: 30%",Novel viewpoints; Unusual backgrounds; Rotation variation; Control over distribution shift,Test-only dataset; Limited to objects in ImageNet; Controlled collection may not reflect real distribution,"ImageNet-A, ImageNet-R, ImageNet-C, ImageNet-Sketch"
Winoground,A vision-language compositional reasoning task with 400 image pairs testing whether models can match images to captions requiring compositional understanding.,Facebook AI Research,https://arxiv.org/abs/2204.03162,https://github.com/facebookresearch/Winoground,2022-04-01,Research; Development,"Compositional reasoning, Vision-language understanding, Word order sensitivity, Fine-grained understanding",Core Performance; Robustness,Text + Vision,Structured Data,New dataset (released with eval),Expert annotations,Small (< 1K samples),Test (400 examples),Fixed data-driven (static test set),Automatic (Reference-based),"Model matches two captions to two images where word order matters, group score computed (all 4 matches correct)",Outputs,False,,"Expert-designed examples requiring compositional understanding, human validation of difficulty",unknown,"CLIP ViT-B/32: 11% group, CLIP ViT-L/14: 16.5% group, Human performance: 89.5% group",Compositional requirement; Word order sensitivity; Expert validation,Small dataset (400 examples); Binary choice per pair; Limited compositional patterns; Challenging for all models,"CLEVR, GQA, VQA v2, NLVR2"
RenderedSST2 (Rendered Sentiment Treebank),"A vision-language benchmark with 10,000 rendered images of text snippets from SST-2 for sentiment classification via vision.",OpenAI,https://arxiv.org/abs/2103.00020,https://github.com/openai/CLIP/blob/main/data/rendered-sst2.md,2021-01-01,Research; Development,"OCR reasoning, Visual text understanding, Sentiment analysis, Vision-language transfer",Core Performance,Vision (Image),Text,One or Multiple existing datasets,Existing dataset labels,Medium (1K - 100K samples),"Train, Val, Test from SST-2",Fixed data-driven (static test set),Automatic (Reference-based),"Model reads rendered text in images and classifies sentiment (positive/negative), accuracy computed",Outputs,False,,"Rendered from SST-2 with verified sentiment labels, OCR readability validated",unknown,"CLIP: 68%, ViT with OCR: 85%, Multimodal models: 90%+",OCR capability testing; Vision-language integration,Rendered text not natural; Limited to SST-2 data; OCR dependency; Binary sentiment only,"TextVQA, DocVQA, ST-VQA, SST-2"
Sugar Crepe,"A compositional vision-language benchmark with 3,000 hard negative captions testing fine-grained compositional understanding in vision-language models.","University of Washington",https://arxiv.org/abs/2306.14610,https://github.com/RAIVNLab/sugar-crepe,2023-06-01,Research; Development,"Compositional understanding, Hard negative discrimination, Fine-grained vision-language alignment, Object-relation understanding",Core Performance; Robustness,Text + Vision,Structured Data,One or Multiple existing datasets,Expert annotations,Small (< 1K samples),"Test (3,000 examples across multiple subsets)",Fixed data-driven (static test set),Automatic (Reference-based),"Model distinguishes correct caption from hard negatives differing in object, relation, or attribute, accuracy computed",Outputs,False,,"Expert-created hard negatives requiring fine-grained understanding, human validation of difficulty",unknown,"CLIP ViT-L/14: 67%, BLIP: 71%, Flamingo: 74%, Human performance: ~95%",Hard negative design; Compositional variations; Fine-grained distinctions,Small dataset; Limited compositional patterns; Binary choice per example; Focused on specific phenomena,"Winoground, ARO, CREPE, VL-CheckList"
Dollar Street,"A dataset of 38,479 images from homes across 54 countries at different income levels, designed to test model bias and geographic fairness.","Coactive AI",https://proceedings.neurips.cc/paper_files/paper/2022/file/5474d9d43c0519aa176276ff2c1ca528-Paper-Datasets_and_Benchmarks.pdf,https://www.kaggle.com/datasets/mlcommons/the-dollar-street-dataset,2021-11-9,Research; Development,"Geographic fairness, Income-level representation, Object recognition across cultures, Bias detection",Fairness; Robustness; Core Performance,Vision (Image),Structured Data,New dataset (released with eval),Human annotations,Medium (1K - 100K samples),Images organized by income level and geography,Fixed data-driven (static test set),Automatic (Reference-based),"Model classifies everyday objects with evaluation stratified by income level and geography, fairness metrics computed",Outputs,False,,"Systematic collection across income levels, geographic and economic diversity validated",unknown,"Performance varies significantly by income level and geography, revealing systematic biases",Income stratification; Geographic diversity; Fairness analysis; Bias detection,Limited object categories; Incomplete income coverage; Sampling bias; Cultural context variation,"ImageNet, GeoDE, Country211, Cultural datasets"
CountBench,A counting benchmark testing models' ability to count objects in real-world images across various difficulty levels.,Google,https://arxiv.org/abs/2302.12066,https://huggingface.co/datasets/nielsr/countbench,2020-01-01,Research; Development,"Object counting, Numeracy, Attention mechanisms, Subitizing vs counting",Core Performance,Vision (Image),Text,New dataset (released with eval),Human annotations,Medium (1K - 100K samples),Various difficulty levels,Fixed data-driven (static test set),Automatic (Reference-based),"Model counts objects in images, exact match and mean absolute error computed",Outputs,False,,"Human counting with verification, difficulty levels calibrated",unknown,"CNNs struggle with large counts, attention models perform better",Multiple difficulty levels; Object density variation; Real-world complexity,Counting ground truth can be ambiguous; Occlusion challenges; Object definition issues,"TallyQA, HowMany-QA, CLEVR Count, Visual Genome counting"
DMLab (DeepMind Lab),"A 3D learning environment with tasks testing navigation, memory, and spatial reasoning in first-person perspective.",DeepMind,https://arxiv.org/abs/1612.03801,https://github.com/deepmind/lab,2016-12-01,Research; Development,"Navigation, Spatial memory, Visual reasoning, Agent learning, First-person understanding",Core Performance; Robustness,Vision (Image); Video,Actions,Synthetic/Generated,Programmatically generated,Large (100K - 1M samples),Multiple task environments,Dynamic data-driven (adaptive/interactive),Automatic (Execution-based),"Agent navigates 3D environment completing tasks, success rate and reward computed",Full,False,,"Programmatic task generation with clear success criteria, human playability verified",unknown,"Various RL agents, performance varies significantly by task complexity",Multiple task types; Difficulty levels; Generalization testing,3D synthetic environment; Sim-to-real gap; Task-specific training needed; Computational requirements,"VizDoom, Habitat, AI2-THOR, Minecraft"
PUG ImageNet,Photorealistic Unreal Graphics ImageNet - a synthetic reimplementation of ImageNet using Unreal Engine for controlled robustness testing.,Meta,https://arxiv.org/abs/2308.03977,https://github.com/facebookresearch/PUG,2023-01-01,Research; Development,"Robustness to rendering, Photorealism understanding, Controlled distribution shift, 3D understanding",Robustness; Core Performance,Vision (Image),Structured Data,Synthetic/Generated,Programmatically generated,Large (100K - 1M samples),Aligned with ImageNet classes,Fixed data-driven (static test set),Automatic (Reference-based),"Model classifies synthetic photorealistic objects, accuracy and robustness to rendering parameters measured",Outputs,False,,"3D models verified against ImageNet categories, photorealism validated",unknown,ImageNet models show performance drops on synthetic renderings despite photorealism,Controlled rendering parameters; Systematic perturbations; Photorealism testing,Synthetic domain; Limited to available 3D models; Rendering artifacts; Distribution shift from real images,"ImageNet, ImageNet-R, ObjectNet, Stylized ImageNet"
Humanity's Last Exam,"An expert-level reasoning benchmark with questions designed to be extremely difficult, testing the limits of AI academic reasoning capabilities.","Scale AI, Center for AI Safety",https://arxiv.org/abs/2501.14249,https://huggingface.co/datasets/cais/hle,2024-12-01,Research; Development,"Academic reasoning, Expert-level knowledge, Complex problem solving, Multi-domain expertise",Core Performance,Text,Text,New dataset (released with eval),Expert annotations,Small (< 1K samples),Test set with various difficulty levels,Fixed data-driven (static test set),Automatic (Reference-based),"Model answers extremely challenging academic questions across multiple domains, accuracy computed with and without tools",Outputs,False,,"Expert-created questions validated for difficulty and correctness, human expert baselines established",unknown,"Gemini 3 Pro: 37.5% (no tools), 45.8% (with tools), Claude Sonnet 4.5: 13.7%, GPT-5.1: 26.5%",Multiple evaluation settings; Tool use vs no tools; Expert validation,Very small dataset; Extremely high difficulty may limit practical insights; Tool-assisted performance varies,"GPQA, MMLU-Pro, AGIEval, Graduate-level exams"
AIME 2025,"Problems from the 2025 American Invitational Mathematics Examination, testing advanced high school mathematics problem-solving.",Mathematical Association of America,https://artificialanalysis.ai/evaluations/aime-2025,https://huggingface.co/datasets/MathArena/aime_2025,2025-01-01,Research; Development,"Advanced mathematics, Competition math, Problem solving, Mathematical reasoning",Core Performance,Text,Text,New dataset (released with eval),Published references,Small (< 1K samples),15 problems per exam,Fixed data-driven (static test set),Automatic (Reference-based),"Model solves AIME-level math problems, answers are integers 0-999, exact match computed with and without code execution",Outputs,False,,"Official competition problems with verified solutions, difficulty calibrated for top students",unknown,"Gemini 3 Pro: 95.0% (no tools), 100% (with code), Claude Sonnet 4.5: 87.0% (no tools), 100% (with code), GPT-5.1: 94.0%",Competition-level difficulty; Code execution option; Answer verification,Very small dataset (15 questions); Annual release only; Integer answers may allow guessing strategies,"MATH, AMC, IMO, GPQA"
MathArena Apex,A challenging mathematics competition benchmark with extremely difficult contest problems requiring advanced problem-solving skills.,"ETHZ",https://matharena.ai/,https://github.com/matharena/apex,2024-01-01,Research; Development,"Competition mathematics, Advanced problem solving, Mathematical creativity, Multi-step reasoning",Core Performance,Text,Text,New dataset (released with eval),Expert annotations,Small (< 1K samples),Test set of challenging problems,Fixed data-driven (static test set),Automatic (Reference-based),"Model solves extremely challenging math competition problems, accuracy computed",Outputs,False,,Competition-level problems validated by expert mathematicians,unknown,"Gemini 3 Pro: 23.4%, Gemini 2.5 Pro: 0.5%, Claude Sonnet 4.5: 1.6%, GPT-5.1: 1.0%",Extreme difficulty level; Multiple solution approaches; Expert validation,Extremely difficult even for top models; Small dataset; May require mathematical creativity beyond current AI,"MATH, AIME, IMO, Putnam"
MMMU-Pro,An enhanced version of MMMU with more challenging multimodal questions requiring deeper understanding and reasoning across multiple modalities.,"MMMU Team",https://mmmu-benchmark.github.io/,https://github.com/MMMU-Benchmark/MMMU,2024-01-01,Research; Development,"Multimodal understanding, Visual reasoning, Domain expertise, Cross-modal reasoning",Core Performance,Text + Vision,Text,New dataset (released with eval),Expert annotations,Medium (1K - 100K samples),Test set with increased difficulty,Fixed data-driven (static test set),Automatic (Reference-based),"Model answers multimodal questions requiring expert knowledge, accuracy computed across subjects",Outputs,False,,"Expert-level questions validated across multiple domains, multimodal alignment verified",unknown,"Gemini 3 Pro: 81.0%, Gemini 2.5 Pro: 68.0%, Claude Sonnet 4.5: 68.0%, GPT-5.1: 76.0%",Multi-domain evaluation; Expert-level difficulty; Multimodal integration,Requires domain expertise; Multimodal alignment challenges; May have annotation inconsistencies,"MMMU, M3Exam, ScienceQA, AI2D"
ScreenSpot-Pro,An advanced screen understanding benchmark testing models' ability to locate and interact with UI elements across diverse applications.,"National University of Singapore",https://arxiv.org/abs/2504.07981,https://huggingface.co/blog/Ziyang/screenspot-pro,2024-01-01,Research; Development; Deployment,"Screen understanding, UI element localization, Visual grounding, GUI automation, Spatial reasoning",Core Performance,Text + Vision,Structured Data,New dataset (released with eval),Human annotations,Medium (1K - 100K samples),Test set across multiple applications,Fixed data-driven (static test set),Automatic (Reference-based),"Model localizes UI elements given natural language instructions, accuracy computed based on localization precision",Outputs,False,,"Human validation of UI element locations, diverse application coverage verified",unknown,"Gemini 3 Pro: 72.7%, Gemini 2.5 Pro: 11.4%, Claude Sonnet 4.5: 36.2%, GPT-5.1: 3.5%",Multiple application types; Diverse UI patterns; Real-world screenshots,UI changes over time; Application version dependencies; Resolution sensitivity; Localization precision requirements,"Mind2Web, WebShop, MiniWoB++, AndroidInTheWild"
CharXiv Reasoning,A benchmark testing information synthesis and reasoning from complex charts and figures in scientific papers from arXiv.,"Princeton University",https://charxiv.github.io/,https://github.com/charxiv/charxiv,2024-01-01,Research; Development,"Chart understanding, Information synthesis, Scientific reasoning, Visual data interpretation, Multi-hop reasoning",Core Performance,Text + Vision,Text,New dataset (released with eval),Expert annotations,Medium (1K - 100K samples),Test set from arXiv papers,Fixed data-driven (static test set),Automatic (Reference-based),"Model answers questions requiring synthesis of information from complex scientific charts, accuracy computed",Outputs,False,,"Expert validation of chart interpretations, scientific accuracy verified",unknown,"Gemini 3 Pro: 81.4%, Gemini 2.5 Pro: 69.6%, Claude Sonnet 4.5: 68.5%, GPT-5.1: 69.5%",Complex chart types; Multi-hop reasoning; Scientific domain diversity,Chart quality varies; OCR challenges; Domain-specific knowledge required; Annotation complexity,"ChartQA, PlotQA, FigureQA, DVQA"
OmniDocBench 1.5,"A comprehensive document understanding benchmark testing OCR, layout analysis, and document reasoning across diverse document types.","Shanghai AI Laboratory",https://arxiv.org/abs/2412.07626,https://github.com/opendatalab/OmniDocBench,2024-01-01,Research; Development; Deployment,"Document understanding, OCR, Layout analysis, Table reasoning, Multi-page understanding",Core Performance,Text + Vision,Text,New dataset (released with eval),Human annotations,Medium (1K - 100K samples),Test set across document types,Fixed data-driven (static test set),Automatic (Reference-based),"Model performs document understanding tasks, Overall Edit Distance metric computed (lower is better)",Outputs,False,,"Human annotations across diverse document types, quality control for OCR accuracy",unknown,"Gemini 3 Pro: 0.115, Gemini 2.5 Pro: 0.145, Claude Sonnet 4.5: 0.145, GPT-5.1: 0.147 (lower is better)",Diverse document types; Multiple evaluation metrics; OCR quality assessment,Document format diversity; OCR dependency; Layout complexity; Multi-page challenges,"DocVQA, InfographicVQA, DeepForm, FUNSD"
Video-MMMU,A video-based extension of MMMU testing multimodal understanding and knowledge acquisition from video content across expert domains.,"Carnegie Mellon University",https://arxiv.org/abs/2501.13826,https://huggingface.co/datasets/lmms-lab/VideoMMMU,2024-01-01,Research; Development,"Video understanding, Temporal reasoning, Knowledge acquisition from videos, Multimodal integration",Core Performance,Text + Vision; Video,Text,New dataset (released with eval),Expert annotations,Medium (1K - 100K samples),Test set across domains,Fixed data-driven (static test set),Automatic (Reference-based),"Model answers questions about video content requiring domain expertise, accuracy computed",Outputs,False,,"Expert validation of video content and questions, temporal understanding verified",unknown,"Gemini 3 Pro: 87.6%, Gemini 2.5 Pro: 83.6%, Claude Sonnet 4.5: 77.8%, GPT-5.1: 80.4%",Temporal reasoning; Multi-domain videos; Expert-level questions,Video processing requirements; Temporal annotation challenges; Domain expertise needed; Computational cost,"MMMU, VideoQA, ActivityNet-QA, TVQA"
LiveCodeBench Pro,"An advanced version of LiveCodeBench with competitive programming problems from recent Codeforces, ICPC, and IOI competitions.","UC Berkeley, MIT, Cornell University",https://livecodebench.github.io/,https://github.com/LiveCodeBench/LiveCodeBench,2024-01-01,Research; Development,"Competitive programming, Algorithm design, Complex problem solving, Code generation",Core Performance; Leakage/Contamination,Text,Code,New dataset (released with eval),Existing dataset labels,Medium (1K - 100K samples),Continuously updated with new problems,Dynamic data-driven (adaptive/interactive),Automatic (Execution-based),"Model solves competitive programming problems, Elo rating computed based on problem difficulty and success rate (higher is better)",Outputs,False,,"Competition problems with verified test cases, difficulty ratings from platforms",unknown,"Gemini 3 Pro: 2,439 Elo, Gemini 2.5 Pro: 1,775 Elo, Claude Sonnet 4.5: 1,418 Elo, GPT-5.1: 2,243 Elo (higher is better)",Continuous updates prevent contamination; Elo rating system; Multiple problem sources,Platform-specific formatting; Test case coverage varies; Elo rating calibration; Computational requirements,"CodeContests, APPS, Codeforces, USACO"
Terminal-Bench 2.0,A benchmark for agentic terminal/command-line coding tasks using the Terminus-2 agent framework for bash automation and scripting.,Research community,https://www.tbench.ai/news/announcement-2-0,https://www.tbench.ai/,2025-11-07,Research; Development; Deployment,"Agentic coding, Terminal automation, Bash scripting, System administration, Tool use",Core Performance,Text,Code,New dataset (released with eval),Programmatically generated,Small (< 1K samples),Test tasks for terminal operations,Dynamic data-driven (adaptive/interactive),Automatic (Execution-based),"Agent performs terminal-based coding tasks using Terminus-2 framework, success rate computed",Outputs,False,,"Execution-based validation with clear success criteria, real terminal environment",unknown,"Gemini 3 Pro: 54.2%, Gemini 2.5 Pro: 32.6%, Claude Sonnet 4.5: 42.8%, GPT-5.1: 47.6%",Real terminal execution; Multiple task types; Success verification,Terminal environment dependencies; Platform-specific commands; Execution safety concerns; Limited task diversity,"SWE-Bench, WebArena, BashEval, CommandLine-Tasks"
SWE-Bench Verified,A verified subset of SWE-Bench with human-validated problem statements and solutions for software engineering tasks from GitHub issues.,Princeton University,https://www.swebench.com/,https://github.com/princeton-nlp/SWE-bench,2024-01-01,Research; Development,"Software engineering, Bug fixing, Code understanding, Repository-level coding, Real-world debugging",Core Performance,Text; Code,Code,New dataset (released with eval),Human annotations,Small (< 1K samples),Verified subset with single attempt evaluation,Fixed data-driven (static test set),Automatic (Execution-based),"Model fixes real GitHub issues with single attempt, success rate computed based on test passage",Outputs,False,,"Human verification of problem statements and solutions, test case validation",unknown,"Gemini 3 Pro: 76.2%, Gemini 2.5 Pro: 59.6%, Claude Sonnet 4.5: 77.2%, GPT-5.1: 76.3%",Human verification; Real-world issues; Single attempt constraint; Test-based validation,Limited to verified subset; Repository-specific knowledge needed; Test coverage varies; Single attempt is strict,"SWE-Bench, SWE-Bench Lite, RepoEval, CodeR"
t2-bench,A benchmark for agentic tool use testing models' ability to use tools effectively to solve complex tasks.,"Sierra",https://arxiv.org/abs/2506.07982,https://github.com/sierra-research/tau2-bench,2024-01-01,Research; Development,"Tool use, Agentic behavior, Multi-step planning, API usage, Task decomposition",Core Performance,Text,Text; Code,New dataset (released with eval),Programmatically generated,Small (< 1K samples),Test tasks requiring tool use,Dynamic data-driven (adaptive/interactive),Automatic (Execution-based),"Model uses provided tools to complete tasks, success rate computed based on task completion",Outputs,False,,"Clear task success criteria with tool availability, execution-based validation",unknown,"Gemini 3 Pro: 85.4%, Gemini 2.5 Pro: 54.9%, Claude Sonnet 4.5: 84.7%, GPT-5.1: 80.2%",Multiple tool types; Task complexity variation; Success verification,Tool availability assumptions; Task definition clarity; Execution environment dependencies; Limited tool diversity,"ToolBench, API-Bank, RestBench, ToolLLM"
Vending-Bench 2,A benchmark for long-horizon agentic tasks measuring net worth in complex economic simulation environments.,"Andon Labs",https://arxiv.org/abs/2502.15840,https://andonlabs.com/evals/vending-bench,2024-01-01,Research; Development,"Long-horizon planning, Economic reasoning, Strategic decision making, Multi-step optimization",Core Performance,Text,Actions,New dataset (released with eval),Simulation-based,Small (< 1K samples),Simulation scenarios,Dynamic data-driven (adaptive/interactive),Automatic (Execution-based),"Agent makes decisions in economic simulation, net worth (mean) computed as success metric (higher is better)",Outputs,False,,"Simulation-based with clear economic metrics, reproducible outcomes",unknown,"Gemini 3 Pro: $5,478.16, Gemini 2.5 Pro: $573.64, Claude Sonnet 4.5: $3,838.74, GPT-5.1: $1,473.43 (higher is better)",Long-horizon evaluation; Economic metric validation; Multiple scenarios,Simulation realism; Economic model assumptions; Variance in outcomes; Limited scenario diversity,"WebShop, ALFWorld, BabyAI, MiniGrid"
SimpleQA Verified,A verified version of SimpleQA with human-validated short fact-seeking questions testing factual accuracy and calibration.,OpenAI,https://openai.com/index/introducing-simpleqa/,https://github.com/openai/simple-evals,2024-10-01,Research; Development,"Factual accuracy, Parametric knowledge, Calibration, Short-form QA, Correctness",Core Performance; Calibration; Safety,Text,Text,New dataset (released with eval),Human annotations,Small (< 1K samples),Test set with verified answers,Fixed data-driven (static test set),Automatic (Reference-based); Human: Experts,"Model answers short factual questions, accuracy and calibration computed with human verification",Outputs,False,,"Human verification of questions and answers, factual correctness validated",unknown,"Gemini 3 Pro: 72.1%, Gemini 2.5 Pro: 54.5%, Claude Sonnet 4.5: 29.3%, GPT-5.1: 34.9%",Human verification; Factual validation; Calibration measurement,Small dataset; Short-form only; Knowledge cutoff sensitivity; Verification cost,"SimpleQA, TruthfulQA, NaturalQuestions, TriviaQA"
MMMLU (Massive Multitask Multilingual Language Understanding),A multilingual extension of MMLU testing language understanding across 100+ languages and 57 subjects for global AI evaluation.,"UC Berkeley",https://arxiv.org/abs/2009.03300/,https://huggingface.co/datasets/openai/MMMLU,2024-01-01,Research; Development; Selection,"Multilingual understanding, Cross-lingual reasoning, Global knowledge, Language diversity",Core Performance; Fairness,Text,Text,One or Multiple existing datasets,Expert annotations,Large (100K - 1M samples),Test sets across 100+ languages,Fixed data-driven (static test set),Automatic (Reference-based),"Model answers questions in multiple languages across subjects, accuracy computed per language and overall",Outputs,False,,"Expert translations and validation across languages, cultural appropriateness verified",unknown,"Gemini 3 Pro: 91.8%, Gemini 2.5 Pro: 89.5%, Claude Sonnet 4.5: 89.1%, GPT-5.1: 91.0%",100+ languages; Cross-lingual evaluation; Translation quality validation,Translation quality varies; Cultural context challenges; Language resource imbalance; Some languages underrepresented,"MMLU, XGLUE, XTREME, XCOPA, Belebele"
Global PIQA,A globally diverse version of PIQA testing physical commonsense reasoning across 100 languages and cultures.,"UC San Diego",https://arxiv.org/abs/2510.24081,https://mrlbenchmarks.github.io/,2024-01-01,Research; Development,"Physical commonsense, Cross-cultural reasoning, Multilingual understanding, Global knowledge",Core Performance; Fairness,Text,Text,One or Multiple existing datasets,Expert annotations,Medium (1K - 100K samples),Test sets across 100 languages,Fixed data-driven (static test set),Automatic (Reference-based),"Model selects physically plausible solution in multiple languages, accuracy computed per language",Outputs,False,,"Cultural appropriateness validation, translation quality verification, physical plausibility across cultures",unknown,"Gemini 3 Pro: 93.4%, Gemini 2.5 Pro: 91.5%, Claude Sonnet 4.5: 90.1%, GPT-5.1: 90.9%",100 languages; Cultural diversity; Translation validation; Cross-lingual consistency,Translation challenges; Cultural assumptions in physical scenarios; Language resource imbalance; Some scenarios culturally specific,"PIQA, XCOPA, XCSQA, XWinograd, Belebele"
